Title,Artist,Tags,Cover
Hark! Theherald Angels Sing!,Christmas,,https://i.scdn.co/image/ab67616d0000b273997fdaa0f67ab09b29618047
Harpoon,Jebediah,Aussie,https://i.scdn.co/image/ab67616d0000b273f30db17e0048b1355de6ed49
Have Yourself a Merry Little Christmas,Christmas,,https://i.scdn.co/image/ab67616d0000b2735567397dee5ed4c9a5bbd7e5
Heart of Glass,Blondie,80s,https://i.scdn.co/image/ab67616d0000b273ace2bedb8e6cfa04207d5c0f
Heart of Gold,Neil Young,,https://i.scdn.co/image/ab67616d0000b2730cfaa0bd7b533e3e429e1d94
Heartache Tonight,Eagles,,https://i.scdn.co/image/ab67616d0000b2736f87de026f2c70bae5ef11cc
Heaven is a Place on Earth,Belinda Carlisle,80s,https://i.scdn.co/image/ab67616d0000b273aaf012d56b8c72658da6c45f
Hello,Adele,,https://i.scdn.co/image/ab67616d0000b27347ce408fb4926d69da6713c2
Hellohurricane,Switchfoot,,https://i.scdn.co/image/ab67616d0000b2737bf134795c342204d0d4c731
Help!,The Beatles,,https://i.scdn.co/image/ab67616d0000b273e3e3b64cea45265469d4cafa
Helpless,Hamilton,Showtunes,https://i.scdn.co/image/ab67616d0000b2733743f2dba9dde74bf4338540
Her Majesty,The Beatles,,https://i.scdn.co/image/ab67616d0000b273c94603dcb78ec39322cebb5b
Hero,Mariah Carey,,https://i.scdn.co/image/ab67616d0000b27337100bc4938b7d7cc25bad17
Heroes,David Bowie,,https://i.scdn.co/image/ab67616d0000b273204f41d52743c6a9efd62985
Hey Jude,The Beatles,,https://i.scdn.co/image/ab67616d0000b273582d56ce20fe0146ffa0e5cf
Hey Lover,Blake Mills,,https://i.scdn.co/image/ab67616d0000b2734db0fc4a04ae57304f41a1b8
Hey Ya,Outkast,,https://i.scdn.co/image/ab67616d0000b2736a6387ab37f64034cdc7b367
High of 75,Relient K,,https://i.scdn.co/image/ab67616d0000b273572a9d884dc34896085175af
Higher andhigher,Otis Redding,Soul,https://i.scdn.co/image/ab67616d0000b273a9ccf78623346eacd99a5cb6
Higher Ground,Stevie Wonder,,https://i.scdn.co/image/ab67616d0000b273ea8ab1a548312b79ac955266
Highway tohell,AC/DC,"Rock, 80s",https://i.scdn.co/image/ab67616d0000b27351c02a77d09dfcd53c8676d0
Highway to the Danger Zone,Kenny Loggins,80s,https://i.scdn.co/image/ab67616d00001e0219db9ac54c80a898a179f0f1
Hold On,Wilson Phillips,"Pop, 90s",https://i.scdn.co/image/ab67616d0000b2733168e1f416b81862ccc83594
Holy,Justin Bieber,,https://i.scdn.co/image/ab67616d0000b2730ef18d7aef48552f618b08d9
Home Again,Michael Kawinuka,,https://i.scdn.co/image/ab67616d00001e02598b2f140fcdaecf31e723e5
Honeyhoney,ABBA,70s,https://i.scdn.co/image/ab67616d0000b27311c24dc7f5ef909381c0a7d6
Hooked on a Feeling,Blue Suede,,https://i.scdn.co/image/ab67616d00001e02b2439940aedd2801c9ae2e5b
Hotel California,Eagles,,https://i.scdn.co/image/ab67616d0000b2734637341b9f507521afa9a778
Hound Dog,Elvis Presley,,https://i.scdn.co/image/ab67616d0000b27320ee3e86e17f17239bef1f76
How Bizarre,OMC,,https://i.scdn.co/image/ab67616d0000b273cdf525292bca251e8a789ba5
How Far I'll Go,Disney (Moana),,https://i.scdn.co/image/ab67616d0000b2735397e0f4ae913e7810d8ef65
How Will I Know,Whitneyhouston,"Pop, 80s",https://i.scdn.co/image/ab67616d0000b2732ae4fcec560ab559d6f5dc88
Human Nature,Michael Jackson,,https://i.scdn.co/image/ab67616d0000b273de437d960dda1ac0a3586d97
Hurricane,Cannons,"Pop, 2020s",https://i.scdn.co/image/ab67616d0000b2738cf0b27efc1217896299eda9
Hymn,Brooke Fraser,,https://i.scdn.co/image/ab67616d0000b273515aedb12b5ebe66ec202bb7
Hymn For The Weekend,Coldplay,,https://i.scdn.co/image/ab67616d0000b2738ff7c3580d429c8212b9a3b6
Hypotheticals,Lake Street Dive,,https://i.scdn.co/image/ab67616d0000b273fbcf73d482a33264a852eebd
I Believe In A Thing Called Love,The Darkness,Rock,https://i.scdn.co/image/ab67616d0000b2734d54f9eccf5646d0f7a1bd30
I Don't Need No Doctor,John Mayer,,https://i.scdn.co/image/ab67616d0000b2735b9c332f9f76cabc137e400f
I Don't Trust Myself with Loving You,John Mayer,,https://i.scdn.co/image/ab67616d0000b2737af5fdc5ef048a68db62b85f
I Don't Want To Be,Gavin DeGraw,2000s,https://i.scdn.co/image/ab67616d0000b2733fffc3b7f3db4dcccff523e1
I Dreamed A Dream,Les Misérables,Showtunes,https://i.scdn.co/image/ab67616d0000b27329fe427f98a302ae13b39959
I Got a Woman,Ray Charles,Soul,https://i.scdn.co/image/ab67616d0000b273f0e951707ca49b533fdbf64e
I Got You (I Feel Good),James Brown,Soul,https://i.scdn.co/image/ab67616d0000b273c813101657895c26f990b719
I Gotta Feeling,Black Eyed Peas,,https://i.scdn.co/image/ab67616d0000b273382514f0114ba8f4a16d5db4
Ihope That I Don't Fall in Love with You,Tom Waits,,https://i.scdn.co/image/ab67616d0000b2739c853aae7a8aa1db84a52dd8
I Just Can't Wait To Be King,Disney (The Lion King),Duet,https://i.scdn.co/image/ab67616d0000b273506648dfeff34bdfe9a8a83f
I Know A Place,MUNA,,https://i.scdn.co/image/ab67616d0000b273120baf06468dbd74a40582ca
I Love You Always Forever,Donna Lewis,,https://i.scdn.co/image/ab67616d0000b2733e8c8c3368963eff46c3998a
I Sawher Standing There,The Beatles,,https://i.scdn.co/image/ab67616d0000b273dbeec63ad914c973e75c24df
I See Fire,Ed Sheeran,,https://i.scdn.co/image/ab67616d0000b273b8a84dc61f405ad81e26632b
I Sohate Consequences,Relient K,,https://i.scdn.co/image/ab67616d0000b273572a9d884dc34896085175af
I Stillhavent Found What Im Looking For,U2,,https://i.scdn.co/image/ab67616d0000b273b7bea3d01f04e6d0408d2afe
I Wanna Dance With Somebody,Whitneyhouston,"Pop, 80s",https://i.scdn.co/image/ab67616d0000b273cc57e9b00b87dd0f6e868347
I Wannahold Yourhand,The Beatles,,https://i.scdn.co/image/ab67616d0000b273eeb163ea15484b5efd14a5d4
I Want It That Way,Backstreet Boys,,https://i.scdn.co/image/ab67616d0000b2732160c02bc56f192df0f4986b
I Want You Back,Jackson 5,Soul,https://i.scdn.co/image/ab67616d0000b27316aaf05fe82237576a7d0e38
I Want You to Want Me,Cheap Trick,,https://i.scdn.co/image/ab67616d0000b27357a0bca6d7da93cd0c551f6a
I Will Always Love You,Dolly Parton,,https://i.scdn.co/image/ab67616d0000b27326399936751b54c7e9782324
I Will Come to You,Hanson,,https://i.scdn.co/image/ab67616d0000b273184227f002623fc19f44551a
I Will Survive,Gloria Gaynor,,https://i.scdn.co/image/ab67616d0000b273a6479db910d22f5aa4546af1
I Will Wait,Mumford & Sons,,https://i.scdn.co/image/ab67616d0000b2736e2407383e952808a0602b0d
I Would Die 4 U,Prince,,https://i.scdn.co/image/ab67616d0000b273d52bfb90ee8dfeda8378b99b
I'll Make a Man Out of you,Disney,90s,https://i.scdn.co/image/ab67616d00001e0288781d268ea3b5a35518eecc
I'm Getting Ready,Michael Kiwanuka,,https://i.scdn.co/image/ab67616d00001e02598b2f140fcdaecf31e723e5
I'm Gonna Be (500 Miles),The Proclaimers,,https://i.scdn.co/image/ab67616d0000b273e5af26981a3a99d9994e0768
I'm Gonna Find Another You,John Mayer,,https://i.scdn.co/image/ab67616d00001e027af5fdc5ef048a68db62b85f
I'm On Fire,Bruce Springsteen,,https://i.scdn.co/image/ab67616d00001e02a7865e686c36a4adda6c9978
I'm Yours,Jason Mraz,,https://i.scdn.co/image/ab67616d0000b2731cd9927ea83226c8a214bbb6
Ice Ice Baby,Vanilla Ice,,https://i.scdn.co/image/ab67616d0000b2730d441bd2334134eca6761fc4
Ice Onher Lashes,Brooke Fraser,,https://i.scdn.co/image/ab67616d0000b273832fec9291df86f9b2310bea
If I Ain't Got You,Scary Pockets,,https://i.scdn.co/image/ab67616d0000b27361960a03dec06479a8c9a8c3
If I Ain't Got You,Alicia Keys,,https://i.scdn.co/image/ab67616d0000b27356ff19308ebeb48e2ba6094b
If I Could Turn Back Time,Cher,,https://i.scdn.co/image/ab67616d0000b2737a1e0215c41f0ce411623301
If Ihad a Million Dollars,Barenaked Ladies,,https://i.scdn.co/image/ab67616d0000b273cace8130d6570006b636d582
If Love Were A Plane,Brad Paisley,,https://i.scdn.co/image/ab67616d0000b2739df06e6e8206ad4bf66405bf
If We Were Vampires,Jason Isbell,Country,https://i.scdn.co/image/ab67616d0000b2738aac8a5f5e60ea65ec028392
If You Go Down,Kelsea Ballerini,"Country, 2020s",https://i.scdn.co/image/ab67616d0000b2737de9d89cc5220c52c731db5c
If You Want To Sing Out Sing Out,Cat Stevens,,https://i.scdn.co/image/ab67616d0000b273e33202ec41441204bfcf18a5
"Illusion, Coma, Pimp and Circumstance",Prince,,https://i.scdn.co/image/ab67616d0000b27328b476821e82d2ba009b0361
Immigrant Song,Led Zeppelin,"Rock, 70s",https://i.scdn.co/image/ab67616d0000b27390a50cfe99a4c19ff3cbfbdb
In Spite of Ourselves,John Prine,Duet,https://i.scdn.co/image/ab67616d0000b2739f2f98f4c84381ed01907855
In The Blood,John Mayer,,https://i.scdn.co/image/ab67616d0000b273c6bfaf942ed981d5c4c922e4
Independence Day,Martina McBride,Country,https://i.scdn.co/image/ab67616d0000b273bfc053859e5116c5eeca9843
Indiana,David Mead,,https://i.scdn.co/image/ab67616d0000b2735c4c3c13715dc15a06bf7a6f
Instead of a Show,Jon Foreman,,https://i.scdn.co/image/ab67616d0000b27336805261375a3daf7209ae13
Into My Arms,Nick Cave,Aussie,https://i.scdn.co/image/ab67616d0000b27395522b03f346be55ceaa2f93
Into the Unknown,Disney (Frozen 2),,https://i.scdn.co/image/ab67616d0000b2733553b7b5db19f9efa4343ab5
Iris,Goo Goo Dolls,,https://i.scdn.co/image/ab67616d0000b273eda9478c39a21e1cdc6609ca
Ironic,Alanis Morissette,"Pop, Classic, 90s",https://i.scdn.co/image/ab67616d0000b273242e643ea07118ecf677a6ef
Irreplaceable,Beyoncé,,https://i.scdn.co/image/ab67616d0000b273026e88f624dfb96f2e1ef10b
Is This Love?,Bob Marley,,https://i.scdn.co/image/ab67616d0000b273387799441ba867649dfbb702
Island In the Sun,Weezer,,https://i.scdn.co/image/ab67616d0000b2731e0dc5baaabda304b0ad1815
Isn't She Lovely,Stevie Wonder,,https://i.scdn.co/image/ab67616d0000b2733d78c033233a09c68a9e713a
It's Not All About You,Lawrence,,https://i.scdn.co/image/ab67616d0000b2738e0ad450240054eeeda687db
It's the Most Wonderful Time of the Year,Christmas,,https://i.scdn.co/image/ab67616d0000b273d18082cabfaab7260c165afa
Its Only Natural,Crowdedhouse,,https://i.scdn.co/image/ab67616d0000b2735f9e9291ab85c1e8fa88143f
Jack and Diane,John Mellencamp,"Rock, 80s",https://i.scdn.co/image/ab67616d0000b27347be61102b0e3113592fc884
Janie Jones,The Clash,"Rock, 70s",https://i.scdn.co/image/ab67616d0000b27346db502388d44edb43ebb261
Jessie's Girl,Rick Springfield,,https://i.scdn.co/image/ab67616d0000b2734a57b8b911a372d77dfc1ba7
Jingle Bells,Christmas,,https://i.scdn.co/image/ab67616d0000b27348f78bd3fcce8165c6c182fa
Johnny B. Goode,Chuck Berry,,https://i.scdn.co/image/ab67616d0000b273a496dc8c33ca6d10668b3157
Jolene,Dolly Parton,Country,https://i.scdn.co/image/ab67616d0000b27314021e9ab9da5813bc6791cb
Jump,Vanhalen,Rock,https://i.scdn.co/image/ab67616d0000b273b414c63fb435b622238c15ed
Just A Girl,No Doubt,90s,https://i.scdn.co/image/ab67616d0000b2736ebd5e789646a833b8f7d4ba
Just Give Me A Reason,P!nk,2000s,https://i.scdn.co/image/ab67616d0000b2739d0f0d226987b449808e7b6f
Just the Two of Us,Bill Withers,Soul,https://i.scdn.co/image/ab67616d0000b273be642c503ef5647ebbc34d88
Just The Way You Are,Bruno Mars,,https://i.scdn.co/image/ab67616d0000b273f6b55ca93bd33211227b502b
Keep Fishin,Weezer,,https://i.scdn.co/image/ab67616d0000b273583d37d9a9b85c975d62b7df
Kickstart Myheart,Motley Crue,"Rock,80s",https://i.scdn.co/image/ab67616d0000b27357338231dc4a85d5aed03186
Kids,MGMT,,https://i.scdn.co/image/ab67616d0000b2738b32b139981e79f2ebe005eb
Killing Me Softly,Roberta Flack,,https://i.scdn.co/image/ab67616d0000b2737ff730d1580c27bc461d0ccf
King of Wishful Thinking,Go West,,https://i.scdn.co/image/ab67616d0000b2739a4191847d232ac422c74b94
Kingdom Come,Coldplay,,https://i.scdn.co/image/ab67616d0000b2734e0362c225863f6ae2432651
Knocking onheaven's Door,Bob Dylan,,https://i.scdn.co/image/ab67616d00001e026c86683d20c72e3874c11c6d
Kung Fu Fighting,Carl Douglass,,https://i.scdn.co/image/ab67616d0000b273131815c9e03c070a5a953a43
Landslide,Fleetwood Mac,Country,https://i.scdn.co/image/ab67616d0000b2734fb043195e8d07e72edc7226
Late Night Talking,Harry Styles,2020s,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0
Lay All Your Love On Me,ABBA,70s,https://i.scdn.co/image/ab67616d0000b2734d08fc99eff4ed52dfce91fa
Layla,Eric Clapton,,https://i.scdn.co/image/ab67616d0000b2734e36eb543ce3731ac913845c
Lean On Me,Al Green,,https://i.scdn.co/image/ab67616d0000b2733db65203676949a7bb58aa98
Learn to Fly,Foo Fighters,90s,https://i.scdn.co/image/ab67616d0000b2731759635c92b6314d3d3c9fe9
Let It All Out,Relient K,,https://i.scdn.co/image/ab67616d0000b273572a9d884dc34896085175af
Let It Be,The Beatles,,https://i.scdn.co/image/ab67616d0000b27384243a01af3c77b56fe01ab1
Let It Go,Disney (Frozen),,https://i.scdn.co/image/ab67616d0000b273764d826c03dcafc61ba5104d
Let It Lie,Bros. Landreth,,https://i.scdn.co/image/ab67616d0000b273e45fec3aef2e77b7ce0898d0
Let It Snow,Christmas,,https://i.scdn.co/image/ab67616d0000b2735567397dee5ed4c9a5bbd7e5
Let's Get It On,Marvin Gaye,,https://i.scdn.co/image/ab67616d0000b273f8f0a26e4100c490bc384003
Let's Get Married,The Proclaimers,,https://i.scdn.co/image/ab67616d0000b2730b130920fe378018b3f2be0f
Let's Stay Together,Al Green,,https://i.scdn.co/image/ab67616d0000b273a1fc113a6858d0824d9aaf38
Levitating,Dua Lipa,Pop,https://i.scdn.co/image/ab67616d0000b273a34d440eb5a9b188c066e09a
Life is ahighway,Rascall Flats,90s,https://i.scdn.co/image/ab67616d00001e02a73bb6afa8cb999aafb3c150
Life is Better With You,Michael Franti,,https://i.scdn.co/image/ab67616d0000b273a8d5179c5495b1d6ad1d09d6
Life of a Salesman,Yellowcard,Rock,https://i.scdn.co/image/ab67616d0000b273d1fd8f264564d9eef7617a45
Life's ahappy Song,The Muppets,,https://i.scdn.co/image/ab67616d0000b27349975a26b5562064db3a552b
Light of a Clear Blue Morning,Dolly Parton,Country,https://i.scdn.co/image/ab67616d0000b27379b5ba7a27e3cbcbb343064c
Light On,Maggie Rogers,,https://i.scdn.co/image/ab67616d0000b273d658a02ba8931985bdc4e0da
Like a Circle,Ben Abraham,,https://i.scdn.co/image/ab67616d0000b273753e21db8a6c5fca23c54e96
Like a Prayer,Madonna,"Pop, 80s",https://i.scdn.co/image/ab67616d0000b2731fc9fd5d701ee05cb39b7b19
Little Miss Can't Be Wrong,Spin Doctors,90s,https://i.scdn.co/image/ab67616d0000b27390126a3a12ad644fa6d3221c
Little Red Corvette,Prince,,https://i.scdn.co/image/ab67616d0000b273d8c154a223634191c4ed18cf
Little Wing,Jimihendrix,,https://i.scdn.co/image/ab67616d0000b27319dcd95d28b63d10164327f2
Livin' on a Prayer,Bon Jovi,"Rock, 80s",https://i.scdn.co/image/ab67616d0000b2731336b31b6a1799f0de5807ac
Long Way To The Top,AC/DC,"Rock, Aussie, 70s",https://i.scdn.co/image/ab67616d0000b273286a0837ff3424065a735e0a
Look At Me Now,Emily King,,https://i.scdn.co/image/ab67616d0000b2739ac9aaa609c1a1af12927f8b
Lost In The Woods,Disney (Frozen 2),,https://i.scdn.co/image/ab67616d0000b2733553b7b5db19f9efa4343ab5
Love Foolosophy,Jamiroquai,,https://i.scdn.co/image/ab67616d0000b273909ebb0c355f14d0ee7f9974
Love on the Weekend,John Mayer,,https://i.scdn.co/image/ab67616d0000b273c6bfaf942ed981d5c4c922e4
Love on Top,Beyoncé,Pop,https://i.scdn.co/image/ab67616d0000b273ff5429125128b43572dbdccd
Love Serenade,The Waifs,,https://i.scdn.co/image/ab67616d0000b273bf3385f50e5cc90ba200baf5
Love Song,Sara Bareilles,,https://i.scdn.co/image/ab67616d0000b2731c3e0a58f3ee28af2922e351
Love Story,Taylor Swift,"Country, Pop",https://i.scdn.co/image/ab67616d0000b273877ea8fa223c26f19aaef92d
Lovefool,The Cardigans,,https://i.scdn.co/image/ab67616d0000b2730aac8ca880151fda470e91af
Low Rider,War,,https://i.scdn.co/image/ab67616d00001e02a07cc88003498f7559787673
Lucy in the Sky With Diamonds,The Beatles,,https://i.scdn.co/image/ab67616d0000b27334ef8f7d06cf2fc2146f420a
Mack the Knife,Bobby Darin,,https://i.scdn.co/image/ab67616d0000b273e774643594281699bde1e4ed
Made Up Mind,Bros. Landreth,,https://i.scdn.co/image/ab67616d0000b273e45fec3aef2e77b7ce0898d0
Magic,Coldplay,,https://i.scdn.co/image/ab67616d0000b2735e152000075519848cc71821
Make A Mistake,Brad Paisley,Country,https://i.scdn.co/image/ab67616d0000b2737302ccf08d789304c55ee73e
Make a Move,Lawrence,,https://i.scdn.co/image/ab67616d0000b273b5acc07d64fea2d14a5cf8c7
Mamma Mia,ABBA,Duet,https://i.scdn.co/image/ab67616d0000b27392d0747a634fcc351c6ac3c2
Man I Feel Like a Woman,Shania Twain,90s,https://i.scdn.co/image/ab67616d0000b273049c676bbe6d94b46e4d9b6e
Man in the Mirror,Michael Jackson,,https://i.scdn.co/image/ab67616d0000b2731bb21d27effb96a1d0fe8d6d
Marry You,Bruno Mars,,https://i.scdn.co/image/ab67616d0000b273f6b55ca93bd33211227b502b
Material Girl,Madonna,"Pop, 80s",https://i.scdn.co/image/ab67616d0000b2731fc9fd5d701ee05cb39b7b19
Me and Julio Down by the Schoolyard,Paul Simon,Bangers,https://i.scdn.co/image/ab67616d0000b27337a40ab12a4fb96319a9d96f
Me Neither,Brad Paisley,,https://i.scdn.co/image/ab67616d0000b273f8be6a6e73ff1219404c7a27
Meant To Live,Switchfoot,,https://i.scdn.co/image/ab67616d0000b273656001849b39dfee31b8d855
Meet Me in the Middle of the Air,Paul Kelly,Aussie,https://i.scdn.co/image/ab67616d0000b273ea5062fbdab785971579549d
Mercy,Duffy,,https://i.scdn.co/image/ab67616d0000b27387c95c59b33bdfdafc25a813
Message in a Bottle,The Police,80s,https://i.scdn.co/image/ab67616d0000b2738ec81cc654b45ade8bdf1486
Million Reasons,Lady Gaga,Pop,https://i.scdn.co/image/ab67616d0000b2738093238ec0c71ef7c95c8fb1
Miss You Love,silverchair,Aussie,https://i.scdn.co/image/ab67616d0000b2731b0201a6273523f60b8b5406
MMMBop,Hanson,"Pop, 90s",https://i.scdn.co/image/ab67616d0000b273184227f002623fc19f44551a
Money for Nothing,Dire Straits,80's,https://i.scdn.co/image/ab67616d0000b273fb995d2871f084b34afae3b3
Monkey Wrench,Foo Fighters,Rock,https://i.scdn.co/image/ab67616d0000b2730389027010b78a5e7dce426b
Monster Mash,Bobby Pickett,Halloween,https://i.scdn.co/image/ab67616d0000b273edf6710f9c0cd81e37fcaf3d
More Than Words,Extreme,"Duet, 90s",https://i.scdn.co/image/ab67616d0000b273fb16b9b69eb891027654bcb1
Mother Nature's Son,The Beatles,,https://i.scdn.co/image/ab67616d0000b2734ce8b4e42588bf18182a1ad2
Moves Like Jagger,Maroon 5,,https://i.scdn.co/image/ab67616d0000b273ce70cb2d7063cf869f9f1239
Mr Brightside,The Killers,Classic,https://i.scdn.co/image/ab67616d0000b273ccdddd46119a4ff53eaf1f5d
Mr Sandman,The Chordettes,50s,https://i.scdn.co/image/ab67616d0000b2734dafc693fd369457726d5c4e
Much Afraid,Jars of Clay,,https://i.scdn.co/image/ab67616d0000b273171efa3f1b08ef91d3ed4b9d
Myhappiness,Powderfinger,Aussie,https://i.scdn.co/image/ab67616d0000b273ceba92eb0f296101eca62342
Myheart Will Go On,Celine Dion,"Ballad, 90s",https://i.scdn.co/image/ab67616d0000b273745adc3f697ea1ec79d66901
Myhero,Foo Fighters,"Rock, 90s",https://i.scdn.co/image/ab67616d0000b2730389027010b78a5e7dce426b
Nashville,David Mead,,https://i.scdn.co/image/ab67616d0000b2735c4c3c13715dc15a06bf7a6f
Never Gonna Be Alone,"Lizzy McApine, Jacob Collier",2020s,https://i.scdn.co/image/ab67616d0000b273ed71065e4c4996f00ee097e1
Never On The Day You Leave,John Mayer,,https://i.scdn.co/image/ab67616d0000b273c6bfaf942ed981d5c4c922e4
Never Tear Us Apart,INXS,,https://i.scdn.co/image/ab67616d0000b2734053ce7818f114a4e8dde08f
"New York, New York",Frank Sinatra,60s,https://i.scdn.co/image/ab67616d0000b273b81d66d1416afa139d12767b
No Good Reason,Dawes,,https://i.scdn.co/image/ab67616d0000b273111c8b02f6f3235de75f617e
No Scrubs,TLC,,https://i.scdn.co/image/ab67616d0000b27361ffafd5e31a37336531cf95
No Such Thing,John Mayer,,https://i.scdn.co/image/ab67616d0000b2738848d57cbfa7751e028f4dc9
No-One Knows,Queens of the Stone Age,"Rock, 2000s",https://i.scdn.co/image/ab67616d0000b2739b62c36a1f8ac00d60f460cc
Nothing Compares 2 U,Prince,,https://i.scdn.co/image/ab67616d0000b2736cea401d3c03d00e0521decb
Nothing More Than That,The Paper Kites,Aussie,https://i.scdn.co/image/ab67616d0000b2732aefd1367a9a29d9e635591f
Nothingman,Pearl Jam,,https://i.scdn.co/image/ab67616d0000b273f0f6b8bc425633e6ed6369c4
Nowhere Man,The Beatles,,https://i.scdn.co/image/ab67616d0000b273ed801e58a9ababdea6ac7ce4
Nowhere to Run,Martha and the Vandellas,,https://i.scdn.co/image/ab67616d0000b273fc466e0c9ac165ac85ddbedf
Numb,Linkin Park,2000s,https://i.scdn.co/image/ab67616d0000b273a6125b1964a555892c49ea53
"O Come, All Ye Faithful",Christmas,,https://i.scdn.co/image/ab67616d0000b273a640be34ee9f2a864396bc20
Oholy Night,Christmas,,https://i.scdn.co/image/ab67616d0000b273a640be34ee9f2a864396bc20
Ocean Avenue,Yellowcard,Rock,https://i.scdn.co/image/ab67616d0000b273d1fd8f264564d9eef7617a45
Odds,MuteMath,,https://i.scdn.co/image/ab67616d0000b27321be86a7b1568066971effe1
Oh What A Night,Frankie Valli and the Four Seasons,,https://i.scdn.co/image/ab67616d0000b273206e2e76c3a706e4734d18ab
Old Time Rock'n'Roll,Bob Seger,,https://i.scdn.co/image/ab67616d0000b273de13fd8d22d886e0b355c1ad
On My Own,Les Misérables,Showtunes,https://i.scdn.co/image/ab67616d0000b27390c3b1e71ca963d6f8f6052c
One Four Five,The Cat Empire,Aussie,https://i.scdn.co/image/ab67616d0000b27353f8172e38162a452d6cdaee
Oneheadlight,The Wallflowers,,https://i.scdn.co/image/ab67616d0000b273e542fbcf1a83b7c726eb50a6
One Way Or Another,Blondie,80s,https://i.scdn.co/image/ab67616d0000b273ace2bedb8e6cfa04207d5c0f
Only One,Yellowcard,Rock,https://i.scdn.co/image/ab67616d0000b273d1fd8f264564d9eef7617a45
Only Us,Dear Evanhansen,"Duet, Showtunes",https://i.scdn.co/image/ab67616d0000b273eefa3ed06dec22db89d0e793
Oops! I Did it Again,Britney Spears,90s,https://i.scdn.co/image/ab67616d0000b2732aa20611c7fb964a74ab01a6
Orphans Kingdoms,Brooke Fraser,,https://i.scdn.co/image/ab67616d0000b273832fec9291df86f9b2310bea
Our Love,Bros. Landreth,,https://i.scdn.co/image/ab67616d0000b273e45fec3aef2e77b7ce0898d0
Paint,The Paper Kites,Aussie,https://i.scdn.co/image/ab67616d0000b273badc29f1dadb78abeb04e3bb
Paradise,Coldplay,,https://i.scdn.co/image/ab67616d0000b273de0cd11d7b31c3bd1fd5983d
Part of Your World,Disney (The Little Mermaid),Bangers,https://i.scdn.co/image/ab67616d0000b27319055a83e606ff5ea0fa476e
Party in the USA,Miley Cyrus,"Pop, 2000s",https://i.scdn.co/image/ab67616d0000b273d6c3ad6a2a27471e1d5e8103
Peaches,Presidents of the USA,90s,https://i.scdn.co/image/d2283d639d394d15b78c049f92571fcb5a6678e0
Perfect Day,Lou Reed,,https://i.scdn.co/image/ab67616d0000b273d55149748dca0e5a1f40778e
"Perhaps, Perhaps, Perhaps",Cake,90s,https://i.scdn.co/image/ab67616d0000b27300df6727e2cfe905baa75c1e
Piano Man,Billy Joel,,https://i.scdn.co/image/ab67616d0000b273aff4aef671b2510be7c115b3
Pirates Who Don't Do Anything,Relient K,,https://i.scdn.co/image/ab67616d0000b2735a78aa62ad8768abb3321c01
Play That Funky Music,Wild Cherry,,https://i.scdn.co/image/ab67616d0000b273d419ed4f1e89669ce14bd369
Pour Some Sugar On Me,Def Leppard,,https://i.scdn.co/image/ab67616d0000b273222cb38afc3b3b47d9df26aa
Pretty Brown Eyes,Mint Condition,,https://i.scdn.co/image/ab67616d0000b273822962dc018ffc3f553b6d6e
Pride In The Name Of Love,U2,,https://i.scdn.co/image/ab67616d0000b273f3a97984c9fb5074f87e938d
Prisoner of Society,The Living End,"Aussie, 90s",https://i.scdn.co/image/ab67616d0000b273f2f1e08425e5d408144700cb
Proud Mary,Tina Turner,70s,https://i.scdn.co/image/ab67616d0000b27384b17e572f7e0ab861e9b608
Pumped Up Kicks,Foster The People,,https://i.scdn.co/image/ab67616d0000b273121d5f92cf90576907dfb1e5
Pure Imagination,Gene Wilder,Showtunes,https://i.scdn.co/image/ab67616d0000b273ed71065e4c4996f00ee097e1
Purple Rain,Prince,,https://i.scdn.co/image/ab67616d0000b273d52bfb90ee8dfeda8378b99b
Queen of California,John Mayer,,https://i.scdn.co/image/ab67616d0000b2733c6bbf44de57c6eb51818694
Raspberry Beret,Prince,,https://i.scdn.co/image/ab67616d0000b273cc6495584fb0e2261ee95868
Rearviewmirror,Pearl Jam,,https://i.scdn.co/image/ab67616d0000b273777344aba9d5b5785b4593a5
Red Eyes,Switchfoot,,https://i.scdn.co/image/ab67616d0000b2737bf134795c342204d0d4c731
Redemption Song,Bob Marley,,https://i.scdn.co/image/ab67616d0000b2731c40418d1c37d727e8e91b04
Redneck Woman,Gretchen Wilson,Country,https://i.scdn.co/image/ab67616d0000b273ddf15202c076358827b81302
Reelin' in the Years,Steely Dan,,https://i.scdn.co/image/ab67616d0000b2730ddd7e736f870994f4707947
Remember The Time,Michael Jackson,,https://i.scdn.co/image/ab67616d0000b2733b9f8b18cc685e1502128aa8
Respect,Aretha Franklin,Soul,https://i.scdn.co/image/ab67616d0000b2736aa9314b7ddfbd8f036ba3ac
Revelator Eyes,The Paper Kites,Aussie,https://i.scdn.co/image/ab67616d0000b273fac40a5731f33eaa7043b070
Revolution,The Beatles,,https://i.scdn.co/image/ab67616d0000b2736e3d3c964df32136fb1cd594
Revolution,The Beatles,,https://i.scdn.co/image/ab67616d0000b2736e3d3c964df32136fb1cd594
Rewrite the Stars,The Greatest Showman,"Duet, Showtunes",https://i.scdn.co/image/ab67616d0000b27339db90cd0e646780a99b0f2d
Ride,Twenty One Pilots,,https://i.scdn.co/image/ab67616d0000b273de03bfc2991fd5bcfde65ba3
